,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
132,brooklyn,Clinton Hill,509 Myrtle Avenue,2,1,0,3800.0
133,brooklyn,Williamsburg,146 South 4th Street,1,1,0,4197.0
134,brooklyn,Clinton Hill,490 Myrtle Avenue,0.5,1,0,2600.0
135,brooklyn,Weeksville,1756 Bergen Street,3,2,0,2650.0
136,brooklyn,Downtown Brooklyn,110 Livingston Street,1,1,0,4395.0
137,brooklyn,Stuyvesant Heights,458 Pulaski Street,3,1.5,0,3495.0
138,brooklyn,Bushwick,907 Broadway,3,1.5,0,3200.0
139,brooklyn,Bedford-Stuyvesant,113 Macdonough Street,2,1,0,2500.0
140,brooklyn,Flatbush,1620 New York Avenue,2,2,1500,4216.0
141,brooklyn,New_Dev,86 Fleet Place,0.5,1,501,3101.0
142,brooklyn,Bushwick,1200 Decatur Street,1,1,0,2995.0
143,brooklyn,Williamsburg,152 Manhattan Avenue,2,1,0,3600.0
144,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
145,brooklyn,Midwood,1819 Avenue L,1,1,716,1650.0
146,brooklyn,Prospect Park South,123 Parkside Avenue,1,1,827,3450.0
147,brooklyn,Sunset Park,5605 Eighth Avenue,4,1,0,2600.0
148,brooklyn,Boerum Hill,268 Dean Street,0.5,1,0,1100.0
149,brooklyn,Greenpoint,26 West Street,0.5,1,0,2792.0
150,brooklyn,Ditmas Park,12 Matthews Court,2,2,1100,3500.0
151,brooklyn,Bushwick,345 Eldert Street,0.5,1,0,2250.0
152,brooklyn,Bath Beach,8635 21st Avenue,1,1,0,1850.0
153,brooklyn,New_Dev,1510 Gates Avenue,2,1,0,4400.0
154,brooklyn,East Flatbush,1369 East 49th Street,2,1,1000,2200.0
155,brooklyn,Bushwick,115 Stanwix Street,3,2,0,5500.0
156,brooklyn,Bath Beach,8635 21st Avenue,0.5,1,0,1595.0
157,brooklyn,Bushwick,426 Menahan Street,5,2,0,4000.0
158,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
159,brooklyn,Flatbush,39 East 21st Street,0.5,1,0,2690.0
160,brooklyn,Bushwick,114 Woodbine Street,2,1,0,2450.0
161,brooklyn,Midwood,1122 Chestnut Avenue,2,1,900,2284.0
162,brooklyn,Bushwick,1633 Dekalb Avenue,3,1.5,0,3200.0
163,brooklyn,Bedford-Stuyvesant,154 Herkimer Street,2,1,1540,2500.0
164,brooklyn,New_Dev,86 Fleet Place,0.5,1,501,3101.0
165,brooklyn,Prospect Heights,461 Dean Street,0.5,1,440,3075.0
166,brooklyn,Prospect Heights,461 Dean Street,1,1,689,4195.0
167,brooklyn,East Williamsburg,20 Division Place,2,1,0,2800.0
168,brooklyn,Williamsburg,1 N 4th Place,3,2.5,1388,10591.0
169,brooklyn,East Williamsburg,250 Moore Street,0.5,1,1000,3500.0
170,brooklyn,Red Hook,164 Dikeman Street,2,1,0,2995.0
171,brooklyn,Bushwick,92 Harman Street,3,1,0,2999.0
172,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
173,brooklyn,Bushwick,97 Himrod Street,3,1.5,0,2900.0
174,brooklyn,Prospect Heights,195 Underhill Avenue,0.5,1,0,2209.0
175,brooklyn,Boerum Hill,372 Baltic Street,2,1,0,3375.0
176,brooklyn,Flatbush,570 East 26th Street,0.5,1,0,1495.0
177,brooklyn,Flatbush,1622 New York Avenue,3,2,0,4200.0
178,brooklyn,Crown Heights,396 Prospect Place,1,1,0,2400.0
179,brooklyn,Borough Park,1115 63rd Street,1,1,0,1575.0
180,brooklyn,Williamsburg,239 North 9th Street,0.5,1,452,3708.0
181,brooklyn,Stuyvesant Heights,967 Greene Avenue,4,3,2588,8000.0
182,brooklyn,Downtown Brooklyn,10 City Point,0.5,1,0,3075.0
183,brooklyn,Prospect Lefferts Gardens,396 Lefferts Avenue,3,3,1921,4700.0
184,brooklyn,Downtown Brooklyn,150 Myrtle Avenue,1,1,738,3700.0
185,brooklyn,Windsor Terrace,567 17th Street,2,1,0,2900.0
186,brooklyn,New_Dev,181 Front Street,2,2,0,6496.0
187,brooklyn,Bay Ridge,6730 Fifth Avenue,3,1,0,2500.0
188,brooklyn,Stuyvesant Heights,962 Greene Avenue,1,1,0,2500.0
189,brooklyn,Stuyvesant Heights,1875 Atlantic Avenue,2,1,0,2550.0
190,brooklyn,Bushwick,175 Palmetto Street,4,2,0,4500.0
191,brooklyn,East Flatbush,1632 Brooklyn Avenue,2,2,0,2799.0
192,brooklyn,Williamsburg,212 N 9th Street,1,1,671,4950.0
193,brooklyn,Downtown Brooklyn,96 Schermerhn Street,2,1.5,0,6495.0
