,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
0,bronx,Tremont,2065 Ryer Avenue,2,1,719,2217.0
1,bronx,Crotona Park East,1169 Hoe Avenue,2,1,0,2425.0
2,bronx,Highbridge,1515 Macombs Road,1,1,0,1800.0
3,bronx,Norwood,31 West Mosholu Parkway North,2,1,0,1950.0
4,bronx,New_Dev,2401 3rd Avenue,1,1,0,3132.0
5,bronx,Kingsbridge Heights,114 West 238th Street,1,1,450,1700.0
6,bronx,Fordham,2692 Creston Avenue,1,1,0,2150.0
7,bronx,Fordham,2692 Creston Avenue,2,1,0,2350.0
8,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,2991.0
9,bronx,University Heights,2265 University Avenue,1,1,0,1750.0
10,bronx,Tremont,2095 Grand Concourse,1,1,0,1525.0
11,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3291.0
12,bronx,Tremont,2095 Grand Concourse,2,1,0,1725.0
13,bronx,Riverdale,3240 Henry Hudson Parkway East,2,2,0,2850.0
14,bronx,New_Dev,2401 3rd Avenue,2,2,0,4972.0
15,bronx,New_Dev,2401 3rd Avenue,1,1,0,3214.0
16,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3200.0
17,bronx,Riverdale,5421 Sylvan Avenue,1,1,0,1650.0
18,bronx,New_Dev,2401 3rd Avenue,3,2,0,5025.0
19,bronx,University Heights,2471 Grand Avenue,3,1,0,2500.0
20,bronx,Throgs Neck,2879 Philip Avenue,1,1,0,1975.0
21,bronx,Riverdale,5530 Netherland Avenue,2,1,0,2400.0
22,bronx,Soundview,102 Lighthouse Court,2,1,800,2100.0
23,bronx,Woodlawn,108 East 237th Street,3,1,1500,3000.0
24,bronx,North New York,522 East 142nd Street,2,1,725,2395.0
25,bronx,Bronxwood,2700 Bronx Park East,1,1,483,1625.0
26,bronx,New_Dev,2401 3rd Avenue,0.5,1,453,2943.0
27,bronx,New_Dev,2401 3rd Avenue,1,1,0,3478.0
28,bronx,New_Dev,2401 3rd Avenue,0.5,1,453,2943.0
29,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3256.0
30,bronx,New_Dev,2401 3rd Avenue,0.5,1,439,2905.0
31,bronx,New_Dev,2401 3rd Avenue,1,1,0,3132.0
32,bronx,New_Dev,2401 3rd Avenue,1,1,0,3132.0
33,bronx,North New York,408 East 134th Street,1,1,0,2150.0
34,bronx,University Heights,2201 Jerome Avenue,1,1,0,1850.0
35,bronx,Parkchester,2240 East Tremont Avenue,0.5,1,395,1350.0
36,bronx,University Heights,2265 University Avenue,0.5,1,0,1475.0
37,bronx,Riverdale,3636 Fieldston Road,1,1,800,2000.0
38,bronx,New_Dev,228 East 135th Street,0.5,1,0,2175.0
39,bronx,Bronx,22 East 212th Street,2,1,0,2200.0
40,bronx,Morris Heights,1633 Macombs Road,1,1,0,1850.0
41,bronx,New_Dev,228 East 135th Street,2,1,0,2800.0
42,bronx,New_Dev,276 Grand Concourse,2,2,0,3550.0
43,bronx,New_Dev,2401 3rd Avenue,2,2,0,4972.0
44,bronx,New_Dev,228 East 135th Street,1,1,0,2245.0
45,bronx,Concourse,343 East 173rd Street,1,1,0,1750.0
46,bronx,New_Dev,2401 3rd Avenue,0.5,1,453,2943.0
47,bronx,City Island,456 City Island Avenue,1,1,0,1695.0
48,bronx,Morris Heights,1635 Macombs Road,1,1,0,1850.0
49,bronx,Belmont,518 East 187th Street,1,1,0,1475.0
50,bronx,Spuyten Duyvil,2728 Henry Hudson Parkway,1,1,850,2250.0
51,bronx,Kingsbridge Heights,3340 Fort Independence Street,0.5,1,0,1625.0
52,bronx,Concourse,1254 Sherman Avenue,1,1,600,1050.0
53,bronx,Fordham,2700 Creston Avenue,1,1,0,1657.0
54,bronx,Bronxwood,2720 Bronx Park East,1,1,0,1625.0
55,bronx,Spuyten Duyvil,2465 Palisade Avenue,1,1,1000,3300.0
56,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3095.0
57,bronx,Belmont,502 East 189th Street,1,1,0,1768.0
58,bronx,Morris Park,2106 Wallace Avenue,0.5,1,650,1500.0
59,bronx,Spuyten Duyvil,2600 Netherland Avenue,2,2,1250,3375.0
60,bronx,New_Dev,228 East 135th Street,2,1,0,2800.0
61,bronx,Bronxwood,2760 Barnes Avenue,2,1,1000,2100.0
62,bronx,Riverdale,6425 Broadway,1,1,0,1850.0
63,bronx,Concourse,1200 College Avenue,1,1,0,1750.0
64,bronx,Mott Haven,101 Bruckner Boulevard,1,2,0,3600.0
65,bronx,Mott Haven,101 Bruckner Boulevard,1,1,0,2300.0
66,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3300.0
67,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3200.0
68,bronx,Kingsbridge,3422 Irwin Avenue,5,3,0,4000.0
69,bronx,Riverdale,3820 Waldo Avenue,1,1,0,1850.0
70,bronx,Williamsbridge,900A East 213rd Street,3,1,0,2250.0
71,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3291.0
72,bronx,Riverdale,3707 Blackstone Avenue,3,2,1735,6900.0
73,bronx,Riverdale,4705 Henry Hudson Parkway,1,1,0,2200.0
74,bronx,New_Dev,2401 3rd Avenue,2,2,0,4796.0
75,bronx,Riverdale,4901 Henry Hudson Parkway West,1,1,0,2200.0
76,bronx,Country Club,1130 Stadium Avenue,1,1,0,1895.0
77,bronx,Melrose,381 East 151st Street,1,1,0,1550.0
78,bronx,Pelham Parkway,2120 Cruger Avenue,1,1,0,1750.0
79,bronx,Spuyten Duyvil,2728 Henry Hudson Parkway,3,2,1200,3250.0
80,bronx,Concourse,85 Mcclellan Street,1,1,0,1795.0
81,bronx,North New York,443 East 141st Street,3,2.5,0,2850.0
82,bronx,North New York,466 Concord Avenue,2,1,0,2000.0
83,bronx,Fordham,2376 Ryer Avenue,2,1,0,1725.0
84,bronx,New_Dev,276 Grand Concourse,0.5,1,0,2165.0
85,bronx,New_Dev,276 Grand Concourse,1,1,0,2825.0
86,bronx,West Farms,984 Bronx Park South,2,1,0,1725.0
87,bronx,Pelham Parkway,1025 Esplanade,1,1,0,1750.0
88,bronx,New_Dev,2401 3rd Avenue,2,2,0,4962.0
89,bronx,Mott Haven,101 Bruckner Boulevard,1,1,0,2300.0
90,bronx,Concourse,1515 Grand Concourse,1,1,0,1750.0
91,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3300.0
92,bronx,Fordham,2825 Grand Concourse,2,1,0,2000.0
93,bronx,Norwood,1 East 213rd Street,1,1,0,1400.0
94,bronx,Mott Haven,101 Bruckner Boulevard,2,2,0,3200.0
95,bronx,Throgs Neck,3153 Lafayette Avenue,3,1,980,2700.0
96,bronx,Riverdale,3660 Waldo Avenue,2,1,0,2500.0
97,bronx,Bronxwood,2702 Bronx Park East,1,1,0,1625.0
98,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,3221.0
99,bronx,Crotona Park East,1536 Longfellow Avenue,4,1,0,2350.0
100,bronx,Castle Hill,2068 Story Avenue,3,1,0,2250.0
101,bronx,Kingsbridge,3415 Corlear Avenue,3,2,0,2850.0
102,bronx,New_Dev,2401 3rd Avenue,0.5,1,453,2943.0
103,bronx,Wakefield,1012 East 223rd Street,3,1.5,0,2900.0
104,bronx,Riverdale,3707 Blackstone Avenue,1,1,900,3500.0
105,bronx,Fordham,2721 Morris Avenue,1,1,0,1495.0
106,bronx,West Farms,932 Bronx Park South,0.5,1,0,1500.0
107,bronx,Westchester Square,1502 Hone Avenue,0.5,1,0,1250.0
108,bronx,Bedford Park,207 East 205th Street,3,2,1000,2850.0
109,bronx,West Farms,926 Bronx Park South,2,1,0,2095.0
110,bronx,Riverdale,4475 Henry Hudson Parkway West,2,2,0,2464.0
111,bronx,University Heights,2391 Davidson Avenue,3,1,0,2225.0
112,bronx,Parkchester,2240 East Tremont Avenue,0.5,1,395,1350.0
113,bronx,Spuyten Duyvil,2600 Netherland Avenue,2,2,1250,3375.0
114,bronx,Riverdale,3660 Waldo Avenue,2,1,0,2450.0
115,bronx,University Heights,2512 University Avenue,1,1,0,1559.0
116,bronx,New_Dev,2401 3rd Avenue,0.5,1,0,2991.0
117,bronx,University Heights,2512 University Avenue,2,1,0,2100.0
118,bronx,Country Club,3284 Griswold Avenue,0.5,1,0,1700.0
119,bronx,Pelham Bay,2023 Burr Avenue,0.5,1,0,1499.0
120,bronx,Riverdale,630 West 246th Street,2,1.5,0,3295.0
121,bronx,Morris Park,1964 Lurting Avenue,2,1,0,2000.0
122,bronx,Bronxwood,2700 Bronx Park East,1,1,479,1625.0
123,bronx,Kingsbridge,3045 Godwin Terrace,1,1,750,1850.0
124,bronx,Pelham Parkway,2102 Holland Avenue,1,1,0,1735.0
125,bronx,Melrose,421 East 158th Street,1,1,0,1799.0
126,bronx,New_Dev,228 East 135th Street,2,1,0,2800.0
127,bronx,New_Dev,276 Grand Concourse,0.5,1,0,2165.0
128,bronx,Bronxwood,2550 Olinville Avenue,0.5,1,0,1399.0
129,bronx,New_Dev,224 East 135th Street,2,1,0,3432.0
130,bronx,New_Dev,2401 3rd Avenue,1,1,0,3132.0
131,bronx,New_Dev,224 East 135th Street,1,1,0,2516.0
132,bronx,Schuylerville,3189 East Tremont Avenue,1,1,0,1650.0
133,bronx,New_Dev,224 East 135th Street,1,1,0,2200.0
134,bronx,New_Dev,224 East 135th Street,2,1,0,2800.0
135,bronx,University Heights,200 West Kingsbdge Road,1,1,0,1750.0
136,bronx,Concourse,860 Grand Concourse,1,1,0,1950.0
137,bronx,Van Nest,1755 Taylor Avenue,3,1,0,2425.0
138,bronx,Riverdale,5614 Riverdale Avenue,3,1,1100,2400.0
139,bronx,Schuylerville,2738 Gifford Avenue,0.5,1,550,1450.0
140,bronx,Riverdale,3333 Henry Hudson Parkway,0.5,2,0,4900.0
141,bronx,Crotona Park East,1536 Longfellow Avenue,4,1,0,2350.0
142,bronx,Fordham,2567 Decatur Avenue,3,1,0,2200.0
143,bronx,Fordham,2549 Decatur Avenue,2,1,0,1850.0
144,bronx,New_Dev,2401 3rd Avenue,1,1,0,3178.0
145,bronx,Bronxwood,2700 Bronx Park East,1,1,483,1675.0
146,bronx,Soundview,1064 Ward Avenue,1,1,0,1550.0
