Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent,Long,Lat,ZipCode,Precinct,CrimeTotalPastYear,Train_Line,Dist_To_Line,Dist_To_Station,Dist_To_Entrance
queens,Murray Hill (Queens),149-31 35th Avenue,2.0,2.0,900.0,2300.0,-73.81612633540675,40.76668035,11354,109.0,2113.0,7,0.0156028194073243,0.0156026706135675,0.013989743134326025
queens,Corona,97-05 Horace Harding Expressway,2.0,1.0,1060.0,2600.0,-73.86258314633797,40.73525775,11368,110.0,2102.0,R,0.0045985863451057,0.0055778769824306,0.004845308405758767
queens,Corona,96-04 57th Avenue,1.0,1.0,808.0,1968.0,-73.8648863372482,40.73594095,11368,110.0,2102.0,R,0.0042644861670903,0.0053618801168156,0.004626789370736532
queens,Ditmars-Steinway,22-37 73rd Street,2.0,2.0,1169.63,2800.0,-73.8957777,40.767179,11370,115.0,1943.0,R,0.0173982190278043,0.0176599098626456,0.017652743901435064
queens,Hunters Point-Sunnyside-West Maspeth,28-40 Jackson Avenue,2.0,2.0,1248.73,5218.0,-73.93720088501888,40.7483477,11101,114.0,1881.0,M,0.0004784178345334,0.0005734519036953,0.00038550959691386846
queens,East Flushing,170-20 Lithonia Avenue,1.0,1.0,646.15,2250.0,-73.79751651363364,40.74809735,11365,109.0,2113.0,7,0.0344881148088657,0.0344882284825885,0.03309146724483162
queens,Kew Gardens,83-15 Lefferts Boulevard,2.0,1.0,900.0,2575.0,-73.83118726434182,40.7054405,11415,102.0,1084.0,J-Z,0.0053667096826909,0.0057133598196259,0.005295118453647138
queens,Astoria,31-79 34th Street,3.0,1.0,900.0,3200.0,-73.92247752762604,40.7611724,11106,114.0,1881.0,N-W,0.00309882528171,0.0033555285102474,0.002982569352989745
queens,Astoria,25-24 Broadway,1.0,1.0,644.51,2200.0,-73.92779325384532,40.7628727,11106,114.0,1881.0,N-W,0.0025162002673345,0.002440803826048,0.0023728818636775946
queens,Murray Hill (Queens),144-15 41st Avenue,0.5,1.0,550.0,1650.0,-73.82118939575436,40.76093535,11354,109.0,2113.0,7,0.0089409358523182,0.0089408887553136,0.007292031566359604
queens,Ditmars-Steinway,21-68 35th Street,1.0,1.0,630.61,1775.0,-73.90875299783298,40.77540155,11105,115.0,1943.0,N-W,0.0033013401240772,0.0033013401240772,0.003160513588272213
