Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
bronx,Bedford Park,207 East 205th Street,3.0,2,1000,2850.0
bronx,West Farms,926 Bronx Park South,2.0,1,0,2095.0
bronx,Riverdale,4475 Henry Hudson Parkway West,2.0,2,0,2464.0
bronx,University Heights,2391 Davidson Avenue,3.0,1,0,2225.0
bronx,Parkchester,2240 East Tremont Avenue,0.5,1,395,1350.0
bronx,Spuyten Duyvil,2600 Netherland Avenue,2.0,2,1250,3375.0
bronx,Riverdale,3660 Waldo Avenue,2.0,1,0,2450.0
bronx,University Heights,2512 University Avenue,1.0,1,0,1559.0
bronx,New_Dev,2401 3rd Avenue,0.5,1,0,2991.0
bronx,University Heights,2512 University Avenue,2.0,1,0,2100.0
bronx,Country Club,3284 Griswold Avenue,0.5,1,0,1700.0
bronx,Pelham Bay,2023 Burr Avenue,0.5,1,0,1499.0
bronx,Riverdale,630 West 246th Street,2.0,1.5,0,3295.0
bronx,Morris Park,1964 Lurting Avenue,2.0,1,0,2000.0
bronx,Bronxwood,2700 Bronx Park East,1.0,1,479,1625.0
bronx,Kingsbridge,3045 Godwin Terrace,1.0,1,750,1850.0
bronx,Pelham Parkway,2102 Holland Avenue,1.0,1,0,1735.0
bronx,Melrose,421 East 158th Street,1.0,1,0,1799.0
bronx,New_Dev,228 East 135th Street,2.0,1,0,2800.0
bronx,New_Dev,276 Grand Concourse,0.5,1,0,2165.0
bronx,Bronxwood,2550 Olinville Avenue,0.5,1,0,1399.0
bronx,New_Dev,224 East 135th Street,2.0,1,0,3432.0
bronx,New_Dev,2401 3rd Avenue,1.0,1,0,3132.0
bronx,New_Dev,224 East 135th Street,1.0,1,0,2516.0
bronx,Schuylerville,3189 East Tremont Avenue,1.0,1,0,1650.0
