,Borough,Area,Address,Num_Beds,Num_Baths,Sq-Ft,Rent
228,queens,Astoria,12-09 30 Road,3,1,0,2300.0
229,queens,Astoria,25-52 22nd Street,3,1,0,2600.0
230,queens,Jamaica,88-20 Parsons Boulevard,1,1,0,1800.0
231,queens,Forest Hills,110-35 72 Drive,3,2,0,2700.0
232,queens,Jackson Heights,35-56 94th Street,1,1,0,2025.0
233,queens,Astoria,12-28 31 Drive,3,2,0,3000.0
234,queens,New_Dev,43-22 Queens Street,1,1,0,4440.0
235,queens,Ridgewood,18-63 Linden Street GARDEN-R,3,1,0,2695.0
236,queens,Ditmars-Steinway,21-68 35th Street,2,1,0,1950.0
237,queens,Ditmars-Steinway,24-21 27th Street,2,1,0,2350.0
238,queens,Long Island City,40-04 36th Avenue,1,1,0,1975.0
239,queens,Astoria,30-24 49th Street,2,1,1000,2100.0
240,queens,Astoria,32-40 45th Street,2,1,0,2500.0
241,queens,Astoria,26-61 30th Street 3-FLOOR,1,1,0,1900.0
242,queens,Rego Park,6258 102nd Street,3,1,0,2400.0
243,queens,Sunnyside,45-54 41st Street,1,1,0,2025.0
244,queens,Astoria,35-13 30th Street,1,1,0,1850.0
245,queens,Kew Gardens,123-33 83rd Avenue,1,1,0,2225.0
246,queens,Jackson Heights,32-21 68th Street,3,1,950,2100.0
247,queens,New_Dev,43-22 Queens Street,0.5,1,0,3090.0
248,queens,Corona,98-23 Horace Harding Expressway,1,1,867,2438.0
249,queens,Astoria,45-06 30th Avenue,4,1,1200,2900.0
250,queens,Ditmars-Steinway,23-30 21st Street,2,1,0,2399.0
251,queens,Astoria,31-20 28 Road,1,1,750,2000.0
252,queens,New_Dev,65-70 Austin,1,1,0,2255.0
253,queens,Kew Gardens,123-33 83rd Avenue,1,1,0,2300.0
254,queens,Astoria,43-08 25th Avenue,1,1,700,1900.0
255,queens,Astoria,25-50 22nd Street,3,1,1150,2495.0
256,queens,Rego Park,97-07 63 Road,3,1,0,2499.0
257,queens,Ditmars-Steinway,22-42 27th Street,2,1,750,1995.0
258,queens,Elmhurst,40-40 79th Street,0.5,1,400,1450.0
259,queens,Briarwood,142-35 84 Drive,2,1,1400,2395.0
260,queens,Corona,98-23 Horace Harding Expressway,1,1,867,2438.0
261,queens,Corona,97-28 57th Avenue,1,1,713,2115.0
262,queens,Sunnyside,39-28 50th Street,3,1,0,2799.0
263,queens,Jamaica Hills,162-01 Highland Avenue,0.5,1,600,1575.0
264,queens,Astoria,26-28 29th Street,2,1,1000,2695.0
265,queens,Kew Gardens,83-43 118th Street,1,1,800,1700.0
266,queens,Astoria,30-68 37th Street,1,1,500,1950.0
267,queens,Briarwood,135-10 Grand Central Pkwy,1,1,0,1700.0
268,queens,Hunters Point,42-22 27th Street,2,2,1000,5899.0
269,queens,Astoria,32-80 36th Street,2,1,1250,2800.0
270,queens,New_Dev,44-41 Purves Street,2,2,1000,5360.0
271,queens,New_Dev,44-41 Purves Street,3,2,1100,5799.0
272,queens,Queens Village,93-23 218th Street,2,1,0,2150.0
273,queens,Hunters Point,23-10 Queens Plaza South,1,1,0,4850.0
274,queens,Corona,98-23 Horace Harding Expressway,1,1,867,2438.0
275,queens,Ridgewood,1916 Harman Street,1,1.5,0,2000.0
276,queens,Rego Park,62-98 Saunders Street,1,1,800,2100.0
277,queens,Astoria,25-18 33rd Street,1,1,750,1880.0
278,queens,Woodside,31-21 54th Street,1,1.5,900,1899.0
279,queens,Ditmars-Steinway,21-13 21 Road,1,1,0,1900.0
280,queens,Briarwood,135-10 Grand Central Pkwy,2,1,0,1950.0
